order_number,order_number_source,client_name,property_address,property_name,city,state,year,status,property_type,fee,county,ordered_date,inspection_date,completed_date,appraiser_name,reviewer_name,source_file_path,completion_evidence,extraction_notes,normalized_client_name,confidence,evidence_notes,matched_order_book_order_number,matched_order_book_row,matched_order_book_method,matched_appraiser_log_row
2025521,invoice_no,Mr. Dan Wott,12855 Eckel Junction Road,,Perrysburg,OH,2025,Completed,Office,900,,2025-12-11,,2025-12-19,CD,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Office\12855 Eckel Junction Road, Perrysburg, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf; Report only.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf,Mr. Dan Wott,High - Order Book validated,validated/enriched from Order Book row 1042 via exact_order_number,2025521,1042,exact_order_number,
2025523,invoice_no,Ms. Lynn Phillips,1946 N 13th Street,,Toledo,OH,2025,Completed,Office,1800,,2025-12-12,,2025-12-29,CR,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Office\1946 N 13th Street, Toledo, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf; Report only.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,Ms. Lynn Phillips,High - Order Book validated,validated/enriched from Order Book row 1046 via exact_order_number,2025523,1046,exact_order_number,
2025524,invoice_no,Union Bank,206 N Main Street,,Ada,OH,2025,Completed,Mixed Use,1450,,2025-12-12,,2025-12-30,Debbie Hollon,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Mixed Use\206 N Main Street, Ada, OH\Appraisal Order - 206 N Main St.pdf",Complete Report.pdf; Invoice.pdf; Report only.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; conflict property_address: kept 206 N Main Street; saw APPRAISAL FLOOD in Appraisal Order - 206 N Main St.pdf; ordered_date from Appraisal Order - 206 N Main St.pdf; appraiser_name from Appraisal Order - 206 N Main St.pdf; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee adjusted x10 for non-invoice source after validation,Union Bank,High - Order Book validated,validated/enriched from Order Book row 1048 via exact_order_number,2025524,1048,exact_order_number,
2025525,invoice_no,Genoa Banking Company,925 W Lakeshore Drive,,Port Clinton,OH,2025,Completed,Special Purpose,1600,,2025-12-12,,2025-12-26,TC,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Special\925 W Lakeshore Drive, Port Clinton, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf; Report only.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,Genoa Banking Company,High - Order Book validated,validated/enriched from Order Book row 1050 via exact_order_number,2025525,1050,exact_order_number,
2025529,invoice_no,State Bank & Trust Co.,0 County Rd 7,,Edon,OH,2025,Completed,Land,1200,,2025-12-08,,2025-12-26,PC,,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Agricultural\0 County Road 7, Edon, OH\Invoice.pdf",Complete Report.pdf; Invoice.pdf; Report only.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from Invoice.pdf; order_number_source from Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; completed_date from Invoice.pdf; fee corrected from source,State Bank & Trust Co.,High - Order Book validated,validated/enriched from Order Book row 1060 via exact_order_number,2025529,1060,exact_order_number,
238836,source_order_identifier,WesBanco Bank,521 & 525 S. Walnut Street,,Bryan,OH,2025,Completed,Multifamily,1450,Williams County,2025-08-13,2025-08-27,2025-09-09,KW,Scott Tranter,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Apartments\521 & 525 S. Walnut Street, Bryan, OH\RFP_Details_2025_09_03_10_16_58.pdf",Complete Report.pdf; Invoice.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from RFP_Details_2025_09_03_10_16_58.pdf; order_number_source from RFP_Details_2025_09_03_10_16_58.pdf; conflict property_address: kept 521 & 525 S. Walnut Street; saw 521 & 525 South Walnut Street in RFP_Details_2025_09_03_10_16_58.pdf; county from RFP_Details_2025_09_03_10_16_58.pdf; ordered_date from RFP_Details_2025_09_03_10_16_58.pdf; completed_date from RFP_Details_2025_09_03_10_16_58.pdf; reviewer_name from RFP_Details_2025_09_03_10_16_58.pdf; conflict order_number: kept 238836; saw 2025325 in Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; fee adjusted x10 for non-invoice source after validation,WesBanco Bank,High - Order Book validated,validated/enriched from Order Book row 650 via unique_address_match,2025325,650,unique_address_match,
239742,source_order_identifier,WesBanco Bank,27068 Hoffman Road,,Defiance,OH,2025,Completed,Land,1400,DEFIANCE,2025-10-02,,2025-10-15,KW,Scott Tranter,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Land\27068 Hoffman Road, Defiance, OH\RFP_Details_2025_09_25_16_32_19.pdf",Complete Report Revised 10-24-25.pdf; Complete Report.pdf; Invoice.pdf; Report Only.pdf; Revised Report only.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from RFP_Details_2025_09_25_16_32_19.pdf; order_number_source from RFP_Details_2025_09_25_16_32_19.pdf; county from RFP_Details_2025_09_25_16_32_19.pdf; ordered_date from RFP_Details_2025_09_25_16_32_19.pdf; completed_date from RFP_Details_2025_09_25_16_32_19.pdf; reviewer_name from RFP_Details_2025_09_25_16_32_19.pdf; conflict order_number: kept 239742; saw 2025414 in Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; fee adjusted x10 for non-invoice source after validation; fee restored after trailing-zero formatting correction,WesBanco Bank,High - Order Book validated,validated/enriched from Order Book row 828 via unique_address_match,2025414,828,unique_address_match,
240127,source_order_identifier,WesBanco Bank,6700 Road 5,,Leipsic,OH,2025,Completed,Industrial,1500,PUTNAM,2025-12-04,,2025-12-16,KW,Scott Tranter,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Industrial (Flex)\6700 Road 5, Leipsic, OH\RFP_Details_2025_12_02_15_31_25.pdf",Complete Report.pdf; Invoice.pdf; Report only.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from RFP_Details_2025_12_02_15_31_25.pdf; order_number_source from RFP_Details_2025_12_02_15_31_25.pdf; county from RFP_Details_2025_12_02_15_31_25.pdf; ordered_date from RFP_Details_2025_12_02_15_31_25.pdf; completed_date from RFP_Details_2025_12_02_15_31_25.pdf; reviewer_name from RFP_Details_2025_12_02_15_31_25.pdf; conflict order_number: kept 240127; saw 2025504 in Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; fee adjusted x10 for non-invoice source after validation; fee restored after trailing-zero formatting correction,WesBanco Bank,High - Order Book validated,validated/enriched from Order Book row 1008 via unique_address_match,2025504,1008,unique_address_match,
240331,source_order_identifier,WesBanco Bank,90 State Route 103,,Bluffton,OH,2025,Completed,Industrial,1200,HANCOCK,2025-10-16,2025-10-22,2025-10-28,TC,Scott Tranter,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Industrial (Flex)\90 State Route 103, Bluffton, OH\RFP_Details_2025_10_10_10_14_56.pdf",Complete Report.pdf; Invoice.pdf; Report only.pdf; Revised report only.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from RFP_Details_2025_10_10_10_14_56.pdf; order_number_source from RFP_Details_2025_10_10_10_14_56.pdf; county from RFP_Details_2025_10_10_10_14_56.pdf; ordered_date from RFP_Details_2025_10_10_10_14_56.pdf; completed_date from RFP_Details_2025_10_10_10_14_56.pdf; reviewer_name from RFP_Details_2025_10_10_10_14_56.pdf; conflict order_number: kept 240331; saw 2025429 in Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; fee adjusted x10 for non-invoice source after validation; fee restored after trailing-zero formatting correction,WesBanco Bank,High - Order Book validated,validated/enriched from Order Book row 858 via unique_address_match,2025429,858,unique_address_match,
25-000074-01,source_order_identifier,Citizens National Bank,2716 N Main Street,,Findlay,OH,2025,Completed,Retail,1700,HANCOCK,2025-03-05,2025-03-12,2025-03-25,MS,Andrew Bils,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Retail\2716 N Main Street, Findlay, OH\RFP_Details_2025_03_05_12_16_39.pdf",Complete Report.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from RFP_Details_2025_03_05_12_16_39.pdf; order_number_source from RFP_Details_2025_03_05_12_16_39.pdf; conflict property_address: kept 2716 N Main Street; saw 2716 N. MAIN ST in RFP_Details_2025_03_05_12_16_39.pdf; county from RFP_Details_2025_03_05_12_16_39.pdf; ordered_date from RFP_Details_2025_03_05_12_16_39.pdf; completed_date from RFP_Details_2025_03_05_12_16_39.pdf; reviewer_name from RFP_Details_2025_03_05_12_16_39.pdf,Citizens National Bank,High - promoted from rejected,validated/enriched from Order Book row 186 via unique_address_match,2025093,186,unique_address_match,
25-000298-01,source_order_identifier,Citizens National Bank,125 East Buckeye Street,,Ada,OH,2025,Completed,Mixed Use,1350,HARDIN,2025-08-21,2025-08-29,2025-09-04,TC,Andrew Bils,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Mixed Use\125 E Buckeye Street, Ada, OH\RFP_Details_2025_08_19_16_41_02.pdf",Complete Report.pdf; Invoice.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from RFP_Details_2025_08_19_16_41_02.pdf; order_number_source from RFP_Details_2025_08_19_16_41_02.pdf; conflict property_address: kept 125 E Buckeye Street; saw 125 East Buckeye St in RFP_Details_2025_08_19_16_41_02.pdf; county from RFP_Details_2025_08_19_16_41_02.pdf; ordered_date from RFP_Details_2025_08_19_16_41_02.pdf; completed_date from RFP_Details_2025_08_19_16_41_02.pdf; reviewer_name from RFP_Details_2025_08_19_16_41_02.pdf; conflict order_number: kept 25-000298-01; saw 2025353 in Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; fee adjusted x10 for non-invoice source after validation,Citizens National Bank,High - Order Book validated,validated/enriched from Order Book row 706 via unique_address_match,2025353,706,unique_address_match,
25-000323-01,source_order_identifier,Citizens National Bank,531 West Kibby Street,,Lima,OH,2025,Completed,Retail,1400,ALLEN,2025-09-18,2025-09-25,2025-09-30,KW,Taylor Giesige,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\C-Store, Gas Station\531 West Kibby Street, Lima, OH\RFP_Details_2025_09_12_12_01_05.pdf",Complete Report.pdf; Invoice.pdf; Report Only.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from RFP_Details_2025_09_12_12_01_05.pdf; order_number_source from RFP_Details_2025_09_12_12_01_05.pdf; county from RFP_Details_2025_09_12_12_01_05.pdf; ordered_date from RFP_Details_2025_09_12_12_01_05.pdf; completed_date from RFP_Details_2025_09_12_12_01_05.pdf; reviewer_name from RFP_Details_2025_09_12_12_01_05.pdf; conflict order_number: kept 25-000323-01; saw 2025401 in Invoice.pdf; client_name from Invoice.pdf; fee from Invoice.pdf; fee adjusted x10 for non-invoice source after validation; fee restored after trailing-zero formatting correction,Citizens National Bank,High - Order Book validated,validated/enriched from Order Book row 802 via unique_address_match,2025401,802,unique_address_match,
25-000404-01,source_order_identifier,Citizens National Bank,0 CR 96,,Macomb,OH,2025,Completed,Land,1100,Hancock County,2025-11-19,,2025-12-03,TC,Taylor Giesige,"C:\Users\Chris\OneDrive - Continental Real Estate Solutions LLC\Commercial-Shared\Reports\2025 Reports\Agricultural\0 CR 96, McComb, OH\RFP_Details_2025_11_17_09_51_35.pdf",Complete Report - 0 CR 96.pdf; Invoice - 0 CR 96.pdf; Report Only - 0 CR 96.pdf,property_address inferred from folder; city inferred from folder; state inferred from folder; property_type inferred from top-level folder; order_number from RFP_Details_2025_11_17_09_51_35.pdf; order_number_source from RFP_Details_2025_11_17_09_51_35.pdf; county from RFP_Details_2025_11_17_09_51_35.pdf; ordered_date from RFP_Details_2025_11_17_09_51_35.pdf; completed_date from RFP_Details_2025_11_17_09_51_35.pdf; reviewer_name from RFP_Details_2025_11_17_09_51_35.pdf; conflict order_number: kept 25-000404-01; saw 2025479 in Invoice - 0 CR 96.pdf; client_name from Invoice - 0 CR 96.pdf; fee from Invoice - 0 CR 96.pdf; fee adjusted x10 for non-invoice source after validation; fee restored after trailing-zero formatting correction,Citizens National Bank,High - Order Book validated,validated/enriched from Order Book row 958 via unique_address_match,2025479,958,unique_address_match,
